,From,To,Day,Month,Holiday,Distance,Occupancy
5754,5,7,4,6,0,1363.71,90
5755,7,2,3,5,0,1561.76,90
5756,1,3,2,4,0,2079.0,88
5757,1,3,5,6,0,2079.0,86
5758,7,2,1,3,1,1561.76,90
5759,1,3,4,3,0,2079.0,82
5760,7,2,3,5,0,1561.76,88
5761,1,3,3,9,0,2079.0,90
5762,4,6,3,12,0,623.48,80
5763,1,3,4,3,0,2079.0,86
5764,1,3,5,6,0,2079.0,88
5765,1,3,3,9,0,2079.0,85
5766,7,2,7,5,1,1561.76,93
5767,7,2,7,1,1,1561.76,93
5768,1,3,5,9,0,2079.0,80
5769,1,3,3,5,0,2079.0,79
5770,7,2,4,3,0,1561.76,85
5771,2,1,2,3,0,1717.93,84
5772,1,3,6,9,0,2079.0,82
5773,7,2,6,1,0,1561.76,78
5774,2,1,7,5,1,1717.93,99
5775,7,2,4,5,0,1561.76,77
5776,1,3,2,6,0,2079.0,78
5777,1,3,1,1,1,2079.0,91
5778,1,3,1,1,1,2079.0,97
5779,1,3,5,6,0,2079.0,86
5780,7,2,5,12,0,1561.76,80
5781,1,3,2,6,0,2079.0,88
5782,1,3,1,3,1,2079.0,92
5783,1,3,5,6,0,2079.0,84
5784,1,3,6,3,0,2079.0,80
5785,1,3,6,12,0,2079.0,87
5786,1,3,6,9,0,2079.0,83
5787,1,3,5,9,0,2079.0,87
5788,4,6,5,9,0,623.48,85
5789,7,2,6,12,0,1561.76,90
5790,7,2,3,12,0,1561.76,84
5791,1,3,5,9,0,2079.0,86
5792,1,3,5,6,0,2079.0,79
5793,7,2,1,3,1,1561.76,91
5794,1,3,4,3,0,2079.0,80
5795,1,3,7,6,1,2079.0,99
5796,7,2,1,3,1,1561.76,93
5797,7,2,4,6,0,1561.76,87
5798,1,3,7,6,1,2079.0,93
5799,2,1,4,3,0,1717.93,77
5800,1,3,2,5,0,2079.0,89
5801,1,3,3,5,0,2079.0,85
5802,1,3,1,1,1,2079.0,99
5803,2,1,1,3,1,1717.93,93
5804,2,1,1,1,1,1717.93,96
5805,7,2,5,9,0,1561.76,88
5806,1,3,4,5,0,2079.0,77
5807,4,6,7,1,1,623.48,100
5808,1,3,7,6,1,2079.0,92
5809,7,2,5,6,0,1561.76,80
5810,2,1,2,6,0,1717.93,81
5811,1,3,7,5,1,2079.0,99
5812,7,2,7,1,1,1561.76,94
5813,2,1,2,5,0,1717.93,81
5814,2,1,2,3,0,1717.93,81
5815,2,1,6,6,0,1717.93,76
5816,1,3,2,6,0,2079.0,76
5817,1,3,2,5,0,2079.0,82
5818,2,1,1,3,1,1717.93,100
5819,7,2,5,9,0,1561.76,83
5820,7,2,7,1,1,1561.76,97
5821,2,1,2,3,0,1717.93,76
5822,4,6,6,6,0,623.48,77
5823,1,3,2,5,0,2079.0,85
5824,7,2,3,5,0,1561.76,80
5825,7,2,7,1,1,1561.76,93
5826,1,3,7,6,1,2079.0,95
5827,4,6,6,5,0,623.48,77
5828,1,3,5,6,0,2079.0,79
5829,7,2,5,6,0,1561.76,80
5830,1,3,7,6,1,2079.0,99
5831,1,3,4,3,0,2079.0,81
5832,5,7,7,5,1,1363.71,97
5833,7,2,5,6,0,1561.76,76
5834,7,2,1,3,1,1561.76,91
5835,1,3,2,6,0,2079.0,89
5836,1,3,5,3,0,2079.0,85
5837,1,3,4,9,0,2079.0,81
5838,1,3,6,12,0,2079.0,80
5839,7,2,3,5,0,1561.76,79
5840,1,3,7,5,1,2079.0,93
5841,2,1,6,3,0,1717.93,75
5842,2,1,4,5,0,1717.93,86
5843,1,3,2,6,0,2079.0,81
5844,1,3,2,6,0,2079.0,84
5845,1,3,3,9,0,2079.0,89
5846,7,2,5,1,0,1561.76,79
5847,1,3,2,5,0,2079.0,79
5848,1,3,5,9,0,2079.0,89
5849,4,6,2,6,0,623.48,80
5850,2,1,5,1,0,1717.93,90
5851,1,3,5,6,0,2079.0,77
5852,7,2,1,3,1,1561.76,98
5853,1,3,5,4,0,2079.0,75
5854,7,2,3,5,0,1561.76,82
5855,1,3,6,9,0,2079.0,87
5856,2,1,5,1,0,1717.93,75
5857,2,1,2,6,0,1717.93,83
5858,7,2,6,9,0,1561.76,89
5859,1,3,4,3,0,2079.0,83
5860,5,7,7,6,1,1363.71,92
5861,2,1,6,3,0,1717.93,77
5862,1,3,1,3,1,2079.0,93
5863,1,3,4,9,0,2079.0,85
5864,2,1,1,3,1,1717.93,94
5865,2,1,7,6,1,1717.93,92
5866,7,2,6,5,0,1561.76,89
5867,2,1,3,12,0,1717.93,78
5868,4,6,6,1,0,623.48,83
5869,2,1,7,5,1,1717.93,96
5870,2,1,1,3,1,1717.93,92
5871,1,3,2,4,0,2079.0,79
5872,7,2,5,12,0,1561.76,87
5873,1,3,2,6,0,2079.0,83
5874,2,1,4,12,0,1717.93,82
5875,1,3,5,6,0,2079.0,81
5876,1,3,7,6,1,2079.0,99
5877,1,3,5,3,0,2079.0,79
5878,7,2,3,5,0,1561.76,87
5879,2,1,5,1,0,1717.93,89
5880,1,3,4,3,0,2079.0,90
5881,1,3,7,6,1,2079.0,91
5882,2,1,1,4,1,1717.93,92
5883,7,2,5,6,0,1561.76,77
5884,1,3,5,3,0,2079.0,75
5885,7,2,7,5,1,1561.76,100
5886,4,6,4,5,0,623.48,78
5887,1,3,2,5,0,2079.0,87
5888,1,3,6,12,0,2079.0,87
5889,7,2,4,3,0,1561.76,82
5890,1,3,4,3,0,2079.0,89
5891,2,1,2,6,0,1717.93,76
5892,2,1,7,1,1,1717.93,97
5893,2,1,5,12,0,1717.93,84
5894,7,2,2,4,0,1561.76,86
5895,4,6,5,1,0,623.48,83
5896,7,2,7,5,1,1561.76,94
5897,2,1,2,3,0,1717.93,88
5898,5,7,6,3,0,1363.71,75
5899,2,1,5,9,0,1717.93,86
5900,7,2,3,5,0,1561.76,78
5901,2,1,7,4,1,1717.93,93
5902,2,1,2,6,0,1717.93,82
5903,5,7,3,12,0,1363.71,90
5904,7,2,2,6,0,1561.76,85
5905,1,3,2,6,0,2079.0,79
5906,7,2,5,12,0,1561.76,75
5907,2,1,2,5,0,1717.93,85
5908,1,3,5,6,0,2079.0,75
5909,2,1,6,9,0,1717.93,81
5910,1,3,7,6,1,2079.0,96
5911,2,1,7,1,1,1717.93,96
5912,1,3,5,3,0,2079.0,90
5913,1,3,5,3,0,2079.0,75
5914,1,3,3,5,0,2079.0,77
5915,1,3,1,1,1,2079.0,94
5916,2,1,4,3,0,1717.93,81
5917,7,2,4,5,0,1561.76,79
5918,7,2,5,9,0,1561.76,83
5919,1,3,2,5,0,2079.0,76
5920,7,2,3,6,0,1561.76,84
5921,2,1,5,6,0,1717.93,81
5922,2,1,6,1,0,1717.93,79
5923,1,3,5,3,0,2079.0,89
5924,1,3,5,6,0,2079.0,79
5925,4,6,3,9,0,623.48,85
5926,1,3,5,9,0,2079.0,85
5927,7,2,2,3,0,1561.76,78
5928,7,2,3,5,0,1561.76,79
5929,2,1,6,6,0,1717.93,79
5930,7,2,1,4,1,1561.76,97
5931,2,1,2,5,0,1717.93,76
5932,7,2,6,5,0,1561.76,82
5933,1,3,5,9,0,2079.0,77
5934,1,3,5,3,0,2079.0,78
5935,1,3,5,3,0,2079.0,81
5936,1,3,6,5,0,2079.0,79
5937,1,3,6,9,0,2079.0,79
5938,2,1,3,12,0,1717.93,77
5939,7,2,3,5,0,1561.76,78
5940,4,6,5,6,0,623.48,80
5941,1,3,5,6,0,2079.0,80
5942,4,6,3,12,0,623.48,90
5943,1,3,2,6,0,2079.0,78
5944,2,1,6,3,0,1717.93,84
5945,1,3,3,5,0,2079.0,83
5946,4,6,5,6,0,623.48,85
5947,2,1,1,3,1,1717.93,99
5948,1,3,6,9,0,2079.0,81
5949,7,2,4,6,0,1561.76,80
5950,2,1,1,3,1,1717.93,98
5951,1,3,3,5,0,2079.0,82
5952,1,3,5,3,0,2079.0,87
5953,1,3,5,3,0,2079.0,87
5954,7,2,6,1,0,1561.76,81
5955,7,2,2,4,0,1561.76,87
5956,7,2,3,6,0,1561.76,80
5957,1,3,2,5,0,2079.0,81
5958,7,2,4,4,0,1561.76,85
5959,1,3,3,9,0,2079.0,85
5960,1,3,2,3,0,2079.0,85
5961,1,3,3,5,0,2079.0,75
5962,2,1,2,4,0,1717.93,79
5963,5,7,6,3,0,1363.71,90
5964,2,1,5,1,0,1717.93,79
5965,7,2,6,5,0,1561.76,84
5966,2,1,3,3,0,1717.93,84
5967,1,3,2,6,0,2079.0,90
5968,4,6,2,6,0,623.48,80
5969,7,2,5,12,0,1561.76,75
5970,7,2,6,1,0,1561.76,85
5971,7,2,4,3,0,1561.76,83
5972,1,3,4,5,0,2079.0,83
5973,1,3,2,5,0,2079.0,82
5974,1,3,5,9,0,2079.0,88
5975,7,2,4,6,0,1561.76,80
5976,1,3,4,3,0,2079.0,84
5977,1,3,2,6,0,2079.0,79
5978,7,2,3,5,0,1561.76,81
5979,7,2,5,9,0,1561.76,78
5980,1,3,1,3,1,2079.0,98
5981,2,1,5,12,0,1717.93,90
5982,1,3,5,9,0,2079.0,77
5983,7,2,6,1,0,1561.76,82
5984,1,3,4,3,0,2079.0,86
5985,2,1,3,12,0,1717.93,82
5986,1,3,5,1,0,2079.0,75
5987,7,2,7,1,1,1561.76,97
5988,1,3,6,9,0,2079.0,87
5989,5,7,5,1,0,1363.71,82
5990,4,6,2,6,0,623.48,85
5991,7,2,4,4,0,1561.76,86
5992,4,6,7,1,1,623.48,96
5993,7,2,6,12,0,1561.76,80
5994,7,2,6,9,0,1561.76,78
5995,1,3,3,6,0,2079.0,89
5996,7,2,1,3,1,1561.76,98
5997,1,3,2,6,0,2079.0,75
5998,2,1,2,6,0,1717.93,80
5999,1,3,4,3,0,2079.0,78
6000,7,2,3,5,0,1561.76,75
6001,1,3,2,5,0,2079.0,78
6002,1,3,4,3,0,2079.0,78
6003,1,3,6,9,0,2079.0,85
6004,1,3,4,3,0,2079.0,76
6005,1,3,5,9,0,2079.0,78
6006,7,2,5,6,0,1561.76,78
6007,7,2,3,5,0,1561.76,76
6008,7,2,5,6,0,1561.76,84
6009,1,3,7,5,1,2079.0,93
6010,2,1,3,9,0,1717.93,76
6011,1,3,6,12,0,2079.0,75
6012,7,2,5,12,0,1561.76,83
6013,7,2,7,5,1,1561.76,94
6014,2,1,6,3,0,1717.93,89
6015,2,1,4,6,0,1717.93,78
6016,7,2,5,6,0,1561.76,88
6017,7,2,3,6,0,1561.76,80
6018,7,2,2,6,0,1561.76,79
6019,7,2,7,5,1,1561.76,95
6020,1,3,7,5,1,2079.0,92
6021,2,1,1,1,1,1717.93,94
6022,5,7,5,9,0,1363.71,86
6023,7,2,7,4,1,1561.76,97
6024,2,1,5,1,0,1717.93,78
6025,1,3,4,3,0,2079.0,83
6026,1,3,7,6,1,2079.0,100
6027,2,1,1,3,1,1717.93,90
6028,2,1,5,6,0,1717.93,75
6029,1,3,4,3,0,2079.0,77
6030,1,3,7,6,1,2079.0,93
6031,7,2,5,3,0,1561.76,87
6032,5,7,5,6,0,1363.71,75
6033,1,3,7,6,1,2079.0,98
6034,4,6,5,9,0,623.48,87
6035,7,2,1,3,1,1561.76,94
6036,1,3,6,12,0,2079.0,79
6037,5,7,1,3,1,1363.71,97
6038,7,2,6,9,0,1561.76,75
6039,1,3,1,1,1,2079.0,100
6040,7,2,4,6,0,1561.76,75
6041,5,7,6,6,0,1363.71,90
6042,7,2,5,12,0,1561.76,88
6043,2,1,7,6,1,1717.93,97
6044,1,3,6,9,0,2079.0,79
6045,5,7,4,6,0,1363.71,83
6046,7,2,4,12,0,1561.76,76
6047,1,3,3,9,0,2079.0,75
6048,7,2,4,5,0,1561.76,83
6049,7,2,1,3,1,1561.76,95
6050,2,1,4,12,0,1717.93,82
6051,1,3,7,5,1,2079.0,94
6052,1,3,5,6,0,2079.0,90
6053,1,3,6,9,0,2079.0,78
6054,1,3,3,6,0,2079.0,75
6055,1,3,7,5,1,2079.0,96
6056,5,7,6,6,0,1363.71,86
6057,1,3,6,9,0,2079.0,88
6058,7,2,6,5,0,1561.76,82
6059,1,3,4,3,0,2079.0,88
6060,5,7,7,1,1,1363.71,95
6061,1,3,6,5,0,2079.0,79
6062,1,3,5,3,0,2079.0,78
6063,1,3,5,9,0,2079.0,79
6064,2,1,2,5,0,1717.93,76
6065,2,1,6,6,0,1717.93,89
6066,1,3,5,3,0,2079.0,90
6067,1,3,3,6,0,2079.0,78
6068,7,2,5,9,0,1561.76,82
6069,2,1,6,9,0,1717.93,83
6070,1,3,2,6,0,2079.0,76
6071,1,3,4,5,0,2079.0,76
6072,2,1,4,6,0,1717.93,83
6073,1,3,6,12,0,2079.0,83
6074,7,2,6,9,0,1561.76,77
6075,1,3,3,5,0,2079.0,82
6076,7,2,7,5,1,1561.76,96
6077,7,2,6,6,0,1561.76,79
6078,7,2,6,9,0,1561.76,77
6079,7,2,4,5,0,1561.76,78
6080,7,2,1,3,1,1561.76,93
6081,1,3,3,9,0,2079.0,86
6082,1,3,2,3,0,2079.0,80
6083,4,6,3,12,0,623.48,75
6084,2,1,3,9,0,1717.93,89
6085,1,3,5,3,0,2079.0,83
6086,1,3,1,3,1,2079.0,97
6087,2,1,3,3,0,1717.93,86
6088,1,3,1,3,1,2079.0,91
6089,1,3,5,6,0,2079.0,79
6090,7,2,6,12,0,1561.76,87
6091,1,3,6,9,0,2079.0,88
6092,7,2,3,5,0,1561.76,88
6093,1,3,4,3,0,2079.0,76
6094,1,3,2,5,0,2079.0,75
6095,1,3,3,5,0,2079.0,82
6096,4,6,1,1,1,623.48,100
6097,2,1,1,3,1,1717.93,90
6098,7,2,3,5,0,1561.76,78
6099,1,3,5,6,0,2079.0,80
6100,2,1,1,3,1,1717.93,92
6101,2,1,4,4,0,1717.93,76
6102,1,3,4,3,0,2079.0,89
6103,4,6,6,12,0,623.48,83
6104,7,2,7,5,1,1561.76,92
6105,7,2,6,12,0,1561.76,78
6106,1,3,4,5,0,2079.0,89
6107,1,3,5,6,0,2079.0,89
6108,2,1,1,3,1,1717.93,93
6109,2,1,6,12,0,1717.93,79
6110,7,2,5,9,0,1561.76,79
6111,7,2,5,12,0,1561.76,82
6112,1,3,3,9,0,2079.0,83
6113,7,2,5,6,0,1561.76,83
6114,1,3,7,5,1,2079.0,91
6115,1,3,5,9,0,2079.0,84
6116,7,2,6,9,0,1561.76,89
6117,2,1,7,5,1,1717.93,97
6118,7,2,4,12,0,1561.76,76
6119,1,3,3,9,0,2079.0,85
6120,2,1,4,12,0,1717.93,85
6121,7,2,6,12,0,1561.76,86
6122,1,3,4,3,0,2079.0,78
6123,7,2,5,6,0,1561.76,78
6124,7,2,5,12,0,1561.76,86
6125,5,7,3,5,0,1363.71,88
6126,1,3,5,3,0,2079.0,78
6127,7,2,7,1,1,1561.76,90
6128,4,6,2,6,0,623.48,80
6129,1,3,3,5,0,2079.0,86
6130,7,2,6,5,0,1561.76,86
6131,7,2,6,9,0,1561.76,83
6132,1,3,2,6,0,2079.0,90
6133,7,2,6,9,0,1561.76,84
6134,1,3,2,6,0,2079.0,77
6135,1,3,2,6,0,2079.0,76
6136,1,3,5,9,0,2079.0,86
6137,1,3,7,5,1,2079.0,93
6138,2,1,4,6,0,1717.93,76
6139,1,3,5,6,0,2079.0,87
6140,2,1,6,3,0,1717.93,77
6141,2,1,5,12,0,1717.93,76
6142,4,6,7,6,1,623.48,100
6143,1,3,5,3,0,2079.0,82
6144,7,2,3,6,0,1561.76,87
6145,1,3,5,3,0,2079.0,84
6146,1,3,6,5,0,2079.0,82
6147,4,6,6,3,0,623.48,79
6148,1,3,5,6,0,2079.0,75
6149,7,2,6,9,0,1561.76,83
6150,7,2,6,1,0,1561.76,90
6151,7,2,4,6,0,1561.76,86
6152,1,3,6,9,0,2079.0,75
6153,2,1,6,9,0,1717.93,78
6154,2,1,5,3,0,1717.93,89
6155,2,1,2,3,0,1717.93,79
6156,7,2,6,1,0,1561.76,80
6157,1,3,5,3,0,2079.0,89
6158,2,1,4,4,0,1717.93,86
6159,2,1,2,5,0,1717.93,80
6160,7,2,7,1,1,1561.76,94
6161,7,2,7,1,1,1561.76,97
6162,7,2,5,9,0,1561.76,85
6163,1,3,4,3,0,2079.0,80
6164,1,3,4,3,0,2079.0,89
6165,1,3,2,6,0,2079.0,89
6166,7,2,6,5,0,1561.76,87
6167,4,6,3,6,0,623.48,83
6168,1,3,2,6,0,2079.0,80
6169,2,1,2,6,0,1717.93,87
6170,1,3,2,6,0,2079.0,83
6171,7,2,7,5,1,1561.76,94
6172,1,3,4,3,0,2079.0,87
6173,2,1,2,3,0,1717.93,84
6174,2,1,5,12,0,1717.93,75
6175,2,1,2,4,0,1717.93,87
6176,1,3,5,6,0,2079.0,77
6177,1,3,5,6,0,2079.0,86
6178,1,3,7,5,1,2079.0,100
6179,1,3,5,3,0,2079.0,80
6180,7,2,3,5,0,1561.76,80
6181,7,2,5,6,0,1561.76,82
6182,2,1,5,12,0,1717.93,82
6183,2,1,2,6,0,1717.93,78
6184,7,2,4,6,0,1561.76,90
6185,7,2,7,1,1,1561.76,90
6186,1,3,5,9,0,2079.0,79
6187,7,2,7,5,1,1561.76,99
6188,1,3,5,6,0,2079.0,86
6189,7,2,6,12,0,1561.76,89
6190,1,3,2,6,0,2079.0,86
6191,7,2,6,6,0,1561.76,84
6192,1,3,3,9,0,2079.0,88
6193,1,3,4,3,0,2079.0,87
6194,1,3,1,3,1,2079.0,94
6195,4,6,7,1,1,623.48,97
6196,2,1,1,3,1,1717.93,91
6197,1,3,2,6,0,2079.0,88
6198,2,1,7,4,1,1717.93,91
6199,1,3,4,3,0,2079.0,77
6200,2,1,3,5,0,1717.93,84
6201,1,3,4,3,0,2079.0,76
6202,1,3,7,6,1,2079.0,95
6203,7,2,2,6,0,1561.76,75
6204,5,7,5,9,0,1363.71,90
6205,1,3,6,9,0,2079.0,89
6206,1,3,1,3,1,2079.0,93
6207,1,3,4,6,0,2079.0,79
6208,1,3,5,3,0,2079.0,87
6209,2,1,2,6,0,1717.93,81
6210,2,1,6,3,0,1717.93,79
6211,7,2,2,4,0,1561.76,83
6212,1,3,3,5,0,2079.0,86
6213,1,3,2,3,0,2079.0,80
6214,7,2,6,5,0,1561.76,76
6215,7,2,6,1,0,1561.76,89
6216,7,2,7,5,1,1561.76,91
6217,7,2,5,3,0,1561.76,88
6218,2,1,2,6,0,1717.93,75
6219,2,1,2,6,0,1717.93,82
6220,7,2,6,6,0,1561.76,77
6221,7,2,6,5,0,1561.76,80
6222,1,3,5,3,0,2079.0,75
6223,7,2,5,12,0,1561.76,79
6224,2,1,3,9,0,1717.93,76
6225,4,6,2,6,0,623.48,77
6226,2,1,2,6,0,1717.93,89
6227,7,2,3,5,0,1561.76,83
6228,1,3,6,12,0,2079.0,88
6229,1,3,2,5,0,2079.0,85
6230,2,1,3,6,0,1717.93,78
6231,1,3,2,6,0,2079.0,76
6232,1,3,6,9,0,2079.0,75
6233,1,3,5,3,0,2079.0,90
6234,1,3,3,5,0,2079.0,84
6235,1,3,4,3,0,2079.0,75
6236,7,2,6,5,0,1561.76,76
6237,7,2,5,4,0,1561.76,86
6238,4,6,5,6,0,623.48,75
6239,2,1,2,3,0,1717.93,77
6240,1,3,5,3,0,2079.0,81
6241,1,3,2,6,0,2079.0,82
6242,5,7,6,12,0,1363.71,81
6243,7,2,6,12,0,1561.76,84
6244,1,3,7,5,1,2079.0,92
6245,7,2,1,3,1,1561.76,93
6246,7,2,5,12,0,1561.76,80
6247,1,3,5,9,0,2079.0,78
6248,1,3,6,1,0,2079.0,77
6249,7,2,4,5,0,1561.76,90
6250,4,6,2,5,0,623.48,75
6251,1,3,5,9,0,2079.0,78
6252,1,3,5,6,0,2079.0,85
6253,1,3,4,3,0,2079.0,81
6254,1,3,7,5,1,2079.0,94
6255,2,1,1,3,1,1717.93,100
6256,2,1,6,12,0,1717.93,82
6257,7,2,3,5,0,1561.76,83
6258,4,6,2,3,0,623.48,87
6259,1,3,5,6,0,2079.0,79
6260,1,3,1,1,1,2079.0,97
6261,1,3,7,6,1,2079.0,92
6262,2,1,3,6,0,1717.93,90
6263,1,3,2,5,0,2079.0,78
6264,2,1,6,3,0,1717.93,80
6265,1,3,5,6,0,2079.0,85
6266,1,3,7,6,1,2079.0,92
6267,2,1,1,4,1,1717.93,97
6268,1,3,2,6,0,2079.0,82
6269,1,3,5,9,0,2079.0,83
6270,1,3,3,6,0,2079.0,83
6271,1,3,5,9,0,2079.0,81
6272,1,3,2,6,0,2079.0,80
6273,1,3,7,5,1,2079.0,91
6274,1,3,6,12,0,2079.0,76
6275,1,3,2,3,0,2079.0,85
6276,7,2,6,9,0,1561.76,83
6277,7,2,7,5,1,1561.76,95
6278,4,6,5,6,0,623.48,87
6279,2,1,1,3,1,1717.93,98
6280,7,2,4,5,0,1561.76,80
6281,1,3,6,5,0,2079.0,88
6282,7,2,4,5,0,1561.76,79
6283,1,3,2,6,0,2079.0,86
6284,1,3,5,6,0,2079.0,87
6285,1,3,4,3,0,2079.0,83
6286,7,2,3,5,0,1561.76,79
6287,2,1,2,4,0,1717.93,83
6288,1,3,1,1,1,2079.0,92
6289,2,1,4,3,0,1717.93,79
6290,1,3,4,3,0,2079.0,86
6291,5,7,5,3,0,1363.71,84
6292,2,1,4,6,0,1717.93,88
6293,5,7,7,6,1,1363.71,95
6294,1,3,7,6,1,2079.0,98
6295,1,3,1,3,1,2079.0,95
6296,5,7,5,3,0,1363.71,85
6297,1,3,2,5,0,2079.0,79
6298,7,2,3,5,0,1561.76,80
6299,2,1,6,9,0,1717.93,77
6300,1,3,5,6,0,2079.0,84
6301,1,3,1,3,1,2079.0,91
6302,7,2,4,5,0,1561.76,83
6303,1,3,5,6,0,2079.0,85
6304,1,3,1,3,1,2079.0,98
6305,7,2,6,5,0,1561.76,84
6306,1,3,6,12,0,2079.0,80
6307,7,2,6,1,0,1561.76,86
6308,7,2,6,12,0,1561.76,77
6309,1,3,4,3,0,2079.0,75
6310,1,3,6,9,0,2079.0,82
6311,2,1,6,9,0,1717.93,79
6312,7,2,6,9,0,1561.76,82
6313,7,2,6,9,0,1561.76,83
6314,2,1,5,1,0,1717.93,88
6315,1,3,6,12,0,2079.0,78
6316,7,2,7,5,1,1561.76,93
6317,7,2,7,4,1,1561.76,90
6318,5,7,6,3,0,1363.71,78
6319,7,2,5,12,0,1561.76,81
6320,7,2,5,9,0,1561.76,90
6321,2,1,5,1,0,1717.93,88
6322,1,3,5,9,0,2079.0,90
6323,1,3,2,5,0,2079.0,87
6324,1,3,1,3,1,2079.0,99
6325,1,3,2,6,0,2079.0,90
6326,1,3,5,6,0,2079.0,75
6327,1,3,4,3,0,2079.0,82
6328,7,2,5,3,0,1561.76,78
6329,7,2,5,6,0,1561.76,86
6330,7,2,7,5,1,1561.76,98
6331,1,3,2,6,0,2079.0,84
6332,7,2,4,5,0,1561.76,90
6333,1,3,5,6,0,2079.0,87
6334,2,1,4,4,0,1717.93,90
6335,1,3,5,6,0,2079.0,84
6336,2,1,5,1,0,1717.93,86
6337,1,3,5,6,0,2079.0,80
6338,1,3,7,6,1,2079.0,93
6339,2,1,3,12,0,1717.93,83
6340,4,6,3,9,0,623.48,82
6341,1,3,7,5,1,2079.0,94
6342,1,3,6,9,0,2079.0,79
6343,1,3,1,3,1,2079.0,94
6344,2,1,5,4,0,1717.93,88
6345,1,3,2,5,0,2079.0,78
6346,1,3,2,6,0,2079.0,77
6347,1,3,3,5,0,2079.0,88
6348,4,6,7,1,1,623.48,94
6349,1,3,5,6,0,2079.0,77
6350,2,1,4,12,0,1717.93,77
6351,7,2,2,6,0,1561.76,81
6352,4,6,2,3,0,623.48,81
6353,1,3,3,5,0,2079.0,78
6354,1,3,1,3,1,2079.0,98
6355,2,1,5,12,0,1717.93,89
6356,2,1,3,3,0,1717.93,89
6357,1,3,5,3,0,2079.0,77
6358,2,1,6,3,0,1717.93,82
6359,2,1,6,9,0,1717.93,81
6360,1,3,4,5,0,2079.0,76
6361,1,3,2,6,0,2079.0,83
6362,7,2,4,5,0,1561.76,76
6363,7,2,3,6,0,1561.76,89
6364,7,2,6,9,0,1561.76,79
6365,2,1,3,6,0,1717.93,75
6366,2,1,2,4,0,1717.93,85
6367,1,3,4,3,0,2079.0,85
6368,7,2,6,12,0,1561.76,76
6369,7,2,5,9,0,1561.76,84
6370,2,1,1,4,1,1717.93,95
6371,1,3,6,9,0,2079.0,75
6372,1,3,2,6,0,2079.0,82
6373,1,3,6,12,0,2079.0,83
6374,2,1,2,3,0,1717.93,84
6375,7,2,5,6,0,1561.76,90
6376,7,2,3,5,0,1561.76,84
6377,7,2,7,1,1,1561.76,96
6378,1,3,2,6,0,2079.0,80
6379,1,3,1,1,1,2079.0,98
6380,7,2,1,3,1,1561.76,91
6381,1,3,4,3,0,2079.0,84
6382,1,3,5,3,0,2079.0,84
6383,1,3,5,9,0,2079.0,88
6384,2,1,2,6,0,1717.93,77
6385,7,2,5,6,0,1561.76,78
6386,7,2,5,9,0,1561.76,80
6387,1,3,3,5,0,2079.0,87
6388,7,2,3,5,0,1561.76,82
6389,7,2,4,5,0,1561.76,78
6390,7,2,6,5,0,1561.76,87
6391,2,1,1,1,1,1717.93,91
6392,1,3,2,5,0,2079.0,84
6393,7,2,4,5,0,1561.76,82
6394,1,3,6,9,0,2079.0,89
6395,2,1,2,3,0,1717.93,88
6396,1,3,3,6,0,2079.0,90
6397,7,2,6,1,0,1561.76,89
6398,1,3,7,5,1,2079.0,96
6399,1,3,4,3,0,2079.0,87
6400,1,3,5,6,0,2079.0,84
6401,1,3,5,3,0,2079.0,87
6402,1,3,2,6,0,2079.0,88
6403,1,3,5,6,0,2079.0,88
6404,4,6,2,6,0,623.48,83
6405,1,3,5,3,0,2079.0,75
6406,2,1,6,3,0,1717.93,82
6407,2,1,5,1,0,1717.93,86
6408,2,1,3,3,0,1717.93,85
6409,4,6,5,3,0,623.48,89
6410,2,1,3,12,0,1717.93,81
6411,1,3,6,12,0,2079.0,83
6412,2,1,4,6,0,1717.93,86
6413,1,3,4,4,0,2079.0,80
6414,1,3,6,9,0,2079.0,90
6415,1,3,7,5,1,2079.0,96
6416,2,1,3,12,0,1717.93,86
6417,1,3,4,6,0,2079.0,86
6418,7,2,5,3,0,1561.76,90
6419,2,1,6,5,0,1717.93,88
6420,2,1,2,3,0,1717.93,83
6421,1,3,2,6,0,2079.0,90
6422,1,3,6,9,0,2079.0,90
6423,1,3,5,6,0,2079.0,78
6424,1,3,3,9,0,2079.0,85
6425,4,6,2,6,0,623.48,76
6426,2,1,7,5,1,1717.93,100
6427,2,1,2,4,0,1717.93,81
6428,5,7,6,12,0,1363.71,81
6429,7,2,7,1,1,1561.76,91
6430,7,2,7,5,1,1561.76,93
6431,7,2,4,5,0,1561.76,84
6432,4,6,5,6,0,623.48,90
6433,1,3,1,1,1,2079.0,100
6434,2,1,2,6,0,1717.93,75
6435,4,6,6,5,0,623.48,86
6436,2,1,5,3,0,1717.93,90
6437,7,2,7,1,1,1561.76,97
6438,1,3,6,9,0,2079.0,83
6439,4,6,5,12,0,623.48,83
6440,7,2,6,1,0,1561.76,76
6441,1,3,7,6,1,2079.0,98
6442,1,3,5,6,0,2079.0,80
6443,1,3,5,9,0,2079.0,90
6444,1,3,2,6,0,2079.0,89
6445,7,2,6,9,0,1561.76,87
6446,7,2,6,1,0,1561.76,76
6447,7,2,3,5,0,1561.76,77
6448,7,2,5,6,0,1561.76,83
6449,1,3,7,6,1,2079.0,95
6450,1,3,7,5,1,2079.0,99
6451,7,2,5,6,0,1561.76,80
6452,7,2,5,9,0,1561.76,84
6453,4,6,7,5,1,623.48,93
