From,To,FlightId,Day,Month,Distance,Occupancy,Fuel_Cost,Ground_Cost,Price
1,3,3,5,6,2079,85,208800,1770,2384.735294
1,3,3,6,12,2079,78,237600,1770,2079
1,3,3,3,5,2079,83,223200,1770,1822.044944
1,3,3,5,6,2079,75,230400,1770,2430
1,3,3,5,6,2079,86,208800,1770,2175.697674
5,7,2,5,3,1363.71,85,151900,1850,1379.567093
1,3,3,5,6,2079,84,230400,1770,2563.150685
7,2,2,1,4,1561.76,94,198000,1925,2830.69
1,3,3,6,9,2079,80,216000,1770,1913.625
1,3,3,3,9,2079,86,244800,1770,2233
2,1,3,1,3,1717.93,97,1738,1400,3092.274
7,2,2,6,5,1561.76,80,168000,1925,1861.275616
5,7,2,2,5,1363.71,80,156800,1850,1208.742955
7,2,3,4,6,1561.76,81,180000,1925,1677.445926
2,1,3,3,12,1717.93,85,1738,1400,2061.516
2,1,3,3,12,1717.93,75,1738,1400,1916.152692
7,2,2,5,9,1561.76,81,174000,1925,1811.6416
7,2,2,4,5,1561.76,85,174000,1925,1825.433766
2,1,3,4,5,1717.93,77,1738,1400,1822.681829
7,2,2,5,12,1561.76,86,180000,1925,1722.529412
4,6,1,3,6,623.48,90,70400,1950,818.3175
1,3,3,6,12,2079,77,208800,1770,2158.961538
1,3,3,7,5,2079,99,208800,1770,3309.428571
1,3,3,5,9,2079,80,201600,1770,2165.625
2,1,3,2,3,1717.93,80,1738,1400,1830.951711
2,1,3,2,3,1717.93,77,1738,1400,2089.374324
1,3,3,7,6,2079,94,244800,1770,3981.06383
1,3,3,5,9,2079,88,201600,1770,2816.709677
2,1,3,4,12,1717.93,76,1738,1400,2032.480563
2,1,3,5,6,1717.93,86,1738,1400,1480.974138
2,1,3,4,6,1717.93,87,1738,1400,2299.383231
5,7,2,5,12,1363.71,84,166600,1850,1418.2584
7,2,2,4,9,1561.76,90,204000,1925,1726.155789
7,2,2,6,5,1561.76,88,180000,1925,2049.81
1,3,3,2,5,2079,82,237600,1770,2368.481013
1,3,3,4,5,2079,85,230400,1770,2238.923077
2,1,3,3,3,1717.93,78,1738,1400,1696.979634
2,1,3,4,5,1717.93,84,1738,1400,2307.667164
7,2,2,6,1,1561.76,81,168000,1925,1715.736338
2,1,3,2,4,1717.93,85,1738,1400,1651.855769
7,2,2,6,5,1561.76,81,192000,1925,1874.112
1,3,3,2,5,2079,86,230400,1770,2103.174419
1,3,3,5,9,2079,81,216000,1770,2686.707692
5,7,2,5,9,1363.71,87,166600,1850,1753.341429
1,3,3,6,12,2079,85,223200,1770,3014.55
2,1,3,5,1,1717.93,76,1738,1400,1784.004231
1,3,3,4,3,2079,88,201600,1770,2772
5,7,2,5,3,1363.71,78,142100,1850,1611.657273
1,3,3,2,6,2079,85,216000,1770,2150.689655
4,6,1,4,3,623.48,87,61600,1950,561.132
2,1,3,2,3,1717.93,82,1738,1400,1697.719059
2,1,3,7,6,1717.93,97,1738,1400,3513.947727
2,1,3,2,6,1717.93,88,1738,1400,2372.379524
1,3,3,7,6,2079,96,244800,1770,4107.292683
7,2,3,2,3,1561.76,80,168000,1925,1656.989268
2,1,3,2,6,1717.93,81,1738,1400,2335.311094
2,1,3,5,12,1717.93,84,1738,1400,1614.440241
1,3,3,4,3,2079,76,223200,1770,2150.689655
1,3,3,2,3,2079,83,216000,1770,2327.238806
1,3,3,4,5,2079,75,244800,1770,2702.7
5,7,2,5,6,1363.71,76,137200,1850,1521.061154
2,1,3,5,6,1717.93,75,1738,1400,2264.544091
1,3,3,1,1,2079,91,237600,1770,4365.9
7,2,2,1,3,1561.76,90,180000,1925,3088.025455
7,2,2,3,6,1561.76,90,186000,1925,1525.44
2,1,3,4,6,1717.93,83,1738,1400,1674.98175
5,7,2,6,12,1363.71,89,156800,1850,1482.293478
2,1,3,7,5,1717.93,95,1738,1400,3607.653
1,3,3,2,6,2079,85,237600,1770,2751.617647
1,3,3,5,6,2079,84,201600,1770,2530.956522
2,1,3,5,3,1717.93,84,1738,1400,1676.534096
1,3,3,6,12,2079,83,237600,1770,2027.025
1,3,3,5,3,2079,85,244800,1770,2338.875
1,3,3,2,6,2079,88,201600,1770,2259.782609
2,1,3,6,3,1717.93,76,1738,1400,1595.220714
2,1,3,6,5,1717.93,90,1738,1400,1797.833721
2,1,3,1,3,1717.93,92,1738,1400,3137.089565
7,2,2,1,1,1561.76,97,204000,1925,2811.168
1,3,3,2,5,2079,77,244800,1770,2362.5
1,3,3,4,5,2079,83,244800,1770,2420.328358
7,2,2,5,12,1561.76,77,174000,1925,1490.770909
1,3,3,4,3,2079,86,216000,1770,2227.5
1,3,3,5,3,2079,80,208800,1770,2379.907895
5,7,2,2,6,1363.71,89,166600,1850,1195.161573
7,2,3,6,12,1561.76,80,168000,1925,1624.2304
2,1,3,3,3,1717.93,82,1738,1400,2147.4125
2,1,3,2,6,1717.93,88,1738,1400,1590.675926
7,2,2,5,12,1561.76,77,186000,1925,1901.273043
2,1,3,1,3,1717.93,91,1738,1400,3478.80825
1,3,3,2,5,2079,90,216000,1770,2107.094595
1,3,3,2,5,2079,83,230400,1770,2002
7,2,3,5,12,1561.76,90,204000,1925,1703.738182
1,3,3,5,6,2079,86,237600,1770,2133.710526
1,3,3,3,9,2079,81,244800,1770,2316.6
1,3,3,4,6,2079,87,201600,1770,2368.481013
1,3,3,5,3,2079,88,244800,1770,1878.614458
1,3,3,7,5,2079,93,244800,1770,3378.375
7,2,2,6,5,1561.76,76,198000,1925,1521.194805
2,1,3,4,9,1717.93,76,1738,1400,1868.248875
2,1,3,3,12,1717.93,77,1738,1400,2307.667164
7,2,2,4,3,1561.76,79,186000,1925,1709.494054
7,2,2,5,6,1561.76,80,168000,1925,2007.977143
4,6,1,3,12,623.48,85,61600,1950,601.9806897
1,3,3,5,3,2079,90,201600,1770,2598.75
2,1,3,4,9,1717.93,76,1738,1400,2415.839063
1,3,3,6,12,2079,75,237600,1770,2411.64
4,6,1,4,6,623.48,85,63800,1950,863.28
7,2,2,3,5,1561.76,90,180000,1925,1997.00459
1,3,3,4,3,2079,86,244800,1770,2283.971831
1,3,3,7,6,2079,92,230400,1770,3955.170732
1,3,3,2,5,2079,76,223200,1770,2826.140625
1,3,3,6,6,2079,87,201600,1770,2153.25
7,2,2,2,3,1561.76,89,186000,1925,1802.030769
1,3,3,5,3,2079,84,244800,1770,2104.048193
5,7,2,7,6,1363.71,97,151900,1850,2223.440217
1,3,3,5,9,2079,76,237600,1770,2420.328358
2,1,3,2,6,1717.93,79,1738,1400,2061.516
7,2,3,2,4,1561.76,88,168000,1925,1979.695775
7,2,2,5,6,1561.76,83,198000,1925,1521.194805
1,3,3,2,6,2079,76,230400,1770,2621.347826
2,1,3,6,5,1717.93,76,1738,1400,1957.135443
1,3,3,4,3,2079,84,237600,1770,2728.6875
1,3,3,3,9,2079,82,201600,1770,2792.686567
7,2,3,4,4,1561.76,83,186000,1925,1501.692308
7,2,2,3,6,1561.76,88,168000,1925,1889.225806
1,3,3,5,6,2079,81,244800,1770,1973.734177
2,1,3,6,1,1717.93,81,1738,1400,2454.185714
2,1,3,6,3,1717.93,81,1738,1400,2147.4125
1,3,3,5,6,2079,76,216000,1770,2127.917647
2,1,3,5,1,1717.93,86,1738,1400,2061.516
1,3,3,4,3,2079,89,208800,1770,2103.174419
7,2,3,6,9,1561.76,76,204000,1925,2123.0175
1,3,3,4,3,2079,86,216000,1770,3118.5
4,6,1,2,6,623.48,79,61600,1950,615.2763158
1,3,3,5,3,2079,84,244800,1770,2051.644737
5,7,2,4,3,1363.71,76,151900,1850,1762.332923
2,1,3,5,3,1717.93,89,1738,1400,1576.453412
7,2,3,6,6,1561.76,77,198000,1925,1561.76
1,3,3,3,9,2079,75,216000,1770,2816.709677
1,3,3,7,5,2079,97,208800,1770,4107.292683
1,3,3,1,3,2079,100,201600,1770,3543.75
1,3,3,7,5,2079,95,216000,1770,4061.302326
1,3,3,5,3,2079,82,244800,1770,2494.8
1,3,3,7,5,2079,97,201600,1770,3118.5
1,3,3,6,12,2079,81,223200,1770,2053.646341
7,2,2,1,3,1561.76,96,186000,1925,2662.090909
7,2,2,6,9,1561.76,85,186000,1925,1542.714146
1,3,3,3,5,2079,76,244800,1770,2127.917647
7,2,3,4,5,1561.76,89,204000,1925,2049.81
1,3,3,2,6,2079,89,237600,1770,2702.7
1,3,3,2,5,2079,83,216000,1770,2104.9875
2,1,3,2,3,1717.93,77,1738,1400,2004.251667
7,2,2,1,3,1561.76,94,180000,1925,2981.541818
7,2,3,5,12,1561.76,89,192000,1925,1797.093699
1,3,3,4,3,2079,90,223200,1770,2574
7,2,2,5,1,1561.76,88,186000,1925,1964.794839
7,2,3,5,9,1561.76,79,168000,1925,1741.963077
1,3,3,3,5,2079,85,223200,1770,2398.846154
7,2,2,4,3,1561.76,88,192000,1925,1677.445926
7,2,3,5,9,1561.76,84,204000,1925,2304.236066
1,3,3,5,9,2079,78,216000,1770,2606.507463
1,3,3,1,3,2079,90,237600,1770,4306.5
7,2,3,1,3,1561.76,97,174000,1925,2635.47
7,2,3,1,3,1561.76,100,168000,1925,2811.168
1,3,3,2,4,2079,78,244800,1770,3017.903226
1,3,3,5,6,2079,84,208800,1770,2631.234375
1,3,3,2,6,2079,81,201600,1770,2740.5
1,3,3,6,12,2079,83,201600,1770,1771.875
1,3,3,2,6,2079,75,208800,1770,2027.025
2,1,3,2,6,1717.93,77,1738,1400,2091.393043
7,2,3,3,5,1561.76,90,204000,1925,1818.168358
7,2,2,7,1,1561.76,95,198000,1925,2953.763478
2,1,3,7,4,1717.93,94,1738,1400,3321.331333
7,2,3,2,6,1561.76,86,198000,1925,1781.726197
2,1,3,3,6,1717.93,84,1738,1400,2147.4125
1,3,3,6,9,2079,78,201600,1770,2191.378378
4,6,1,4,3,623.48,81,63800,1950,711.2940845
1,3,3,4,3,2079,90,223200,1770,2379.907895
2,1,3,6,9,1717.93,89,1738,1400,2264.544091
1,3,3,5,3,2079,77,230400,1770,2835
1,3,3,2,6,2079,75,223200,1770,2658.393443
7,2,3,5,12,1561.76,90,198000,1925,2156.71619
1,3,3,5,9,2079,84,201600,1770,2760.639344
7,2,3,6,5,1561.76,90,186000,1925,1581.282
2,1,3,5,12,1717.93,87,1738,1400,1952.193182
1,3,3,2,6,2079,89,201600,1770,2699.597015
1,3,3,7,6,2079,95,237600,1770,3243.24
2,1,3,2,3,1717.93,84,1738,1400,2307.667164
1,3,3,5,3,2079,77,223200,1770,1834.411765
1,3,3,5,6,2079,87,230400,1770,3017.903226
5,7,2,7,1,1363.71,97,156800,1850,2556.95625
2,1,3,7,4,1717.93,90,1738,1400,3067.732143
4,6,1,5,6,623.48,86,72600,1950,572.1345882
7,2,2,1,1,1561.76,97,180000,1925,2830.69
7,2,3,4,6,1561.76,85,198000,1925,2037.078261
1,3,3,1,1,2079,100,244800,1770,4365.9
7,2,2,5,6,1561.76,80,180000,1925,1802.030769
2,1,3,5,3,1717.93,78,1738,1400,1845.184074
7,2,3,6,1,1561.76,82,186000,1925,1818.168358
7,2,3,5,9,1561.76,89,204000,1925,1485.576585
7,2,3,3,9,1561.76,83,180000,1925,1664.507368
7,2,3,5,9,1561.76,80,168000,1925,2123.0175
2,1,3,7,4,1717.93,98,1738,1400,3607.653
1,3,3,4,3,2079,75,230400,1770,2052.683544
4,6,1,3,12,623.48,84,63800,1950,717.4290411
7,2,3,5,9,1561.76,76,186000,1925,1597.254545
1,3,3,4,6,2079,77,230400,1770,2283.971831
2,1,3,3,9,1717.93,86,1738,1400,1505.601573
7,2,3,6,1,1561.76,85,186000,1925,1457.642667
7,2,2,6,5,1561.76,90,198000,1925,1686.7008
1,3,3,3,9,2079,77,216000,1770,2135.958904
1,3,3,7,5,2079,94,230400,1770,4107.292683
2,1,3,3,12,1717.93,82,1738,1400,2220.094154
7,2,3,6,5,1561.76,75,186000,1925,1874.112
1,3,3,4,3,2079,76,237600,1770,2254.337349
1,3,3,5,3,2079,88,216000,1770,2079
7,2,2,6,5,1561.76,86,168000,1925,1601.298228
2,1,3,6,3,1717.93,83,1738,1400,1447.69382
1,3,3,2,6,2079,82,208800,1770,2055.375
7,2,3,5,6,1561.76,79,180000,1925,1509.701333
4,6,1,7,6,623.48,97,70400,1950,1402.83
1,3,3,4,5,2079,80,223200,1770,1842.75
1,3,3,5,6,2079,89,237600,1770,1732.5
1,3,3,2,6,2079,78,237600,1770,1863.931034
1,3,3,5,3,2079,90,201600,1770,2772
2,1,3,7,1,1717.93,94,1738,1400,3607.653
7,2,2,6,12,1561.76,88,168000,1925,1781.726197
7,2,2,4,5,1561.76,87,180000,1925,1660.60557
1,3,3,4,3,2079,79,237600,1770,1792.241379
1,3,3,4,3,2079,76,216000,1770,2233
1,3,3,3,5,2079,78,201600,1770,1863.931034
2,1,3,5,6,1717.93,86,1738,1400,1717.93
1,3,3,2,5,2079,78,244800,1770,2310
7,2,3,7,1,1561.76,97,174000,1925,2856.878049
1,3,3,2,6,2079,75,223200,1770,2494.8
7,2,3,6,9,1561.76,81,204000,1925,1617.537143
1,3,3,5,9,2079,83,201600,1770,2227.5
2,1,3,6,9,1717.93,78,1738,1400,1610.559375
1,3,3,6,9,2079,75,201600,1770,2574
4,6,1,6,6,623.48,82,72600,1950,655.8685714
1,3,3,7,5,2079,91,237600,1770,3603.6
2,1,3,7,4,1717.93,92,1738,1400,3865.3425
2,1,3,3,12,1717.93,78,1738,1400,2534.65082
2,1,3,3,6,1717.93,85,1738,1400,1982.226923
1,3,3,5,3,2079,85,223200,1770,2002
1,3,3,5,3,2079,84,223200,1770,2133.710526
4,6,1,3,12,623.48,75,72600,1950,587.2311628
1,3,3,2,6,2079,87,244800,1770,2371.816901
1,3,3,4,9,2079,90,230400,1770,2030.651163
2,1,3,7,1,1717.93,96,1738,1400,3092.274
2,1,3,2,3,1717.93,83,1738,1400,1835.596438
1,3,3,5,6,2079,88,216000,1770,2004.75
2,1,3,1,4,1717.93,95,1738,1400,3396.816136
2,1,3,5,3,1717.93,77,1738,1400,2299.383231
1,3,3,3,6,2079,85,244800,1770,2104.9875
1,3,3,3,9,2079,78,244800,1770,2107.094595
1,3,3,7,6,2079,97,223200,1770,3803.04878
7,2,2,7,5,1561.76,97,192000,1925,2602.933333
1,3,3,4,3,2079,79,208800,1770,1977.585366
4,6,1,4,5,623.48,84,61600,1950,919.8885246
2,1,3,6,12,1717.93,75,1738,1400,2061.516
1,3,3,5,4,2079,75,201600,1770,2673
1,3,3,4,3,2079,85,244800,1770,2289.531646
1,3,3,1,1,2079,100,208800,1770,3932.021739
7,2,3,6,5,1561.76,77,174000,1925,2027.957015
1,3,3,4,9,2079,75,208800,1770,2547.507042
2,1,3,4,12,1717.93,78,1738,1400,1781.557037
1,3,3,2,6,2079,88,208800,1770,2806.65
2,1,3,5,1,1717.93,79,1738,1400,1498.194767
7,2,2,4,6,1561.76,90,204000,1925,1617.537143
7,2,2,5,12,1561.76,82,174000,1925,1331.045455
1,3,3,4,3,2079,75,230400,1770,1892.123596
1,3,3,2,3,2079,80,223200,1770,2233
1,3,3,1,1,2079,94,237600,1770,3309.428571
7,2,3,4,5,1561.76,78,204000,1925,2090.355692
7,2,3,4,3,1561.76,80,180000,1925,1526.66427
4,6,1,6,1,623.48,87,63800,1950,623.48
1,3,3,4,3,2079,77,237600,1770,1801.8
1,3,3,5,6,2079,90,223200,1770,2782.661538
1,3,3,5,3,2079,78,201600,1770,2631.234375
2,1,3,4,9,1717.93,86,1738,1400,1552.346386
1,3,3,5,9,2079,90,230400,1770,2201.294118
1,3,3,5,9,2079,75,216000,1770,1856.25
1,3,3,7,5,2079,100,230400,1770,4061.302326
1,3,3,3,5,2079,82,237600,1770,2673
2,1,3,1,3,1717.93,93,1738,1400,3475.81186
2,1,3,3,5,1717.93,90,1738,1400,1533.866071
7,2,2,3,9,1561.76,83,192000,1925,1976.6025
1,3,3,4,3,2079,82,208800,1770,2362.5
1,3,3,2,6,2079,85,208800,1770,2440.565217
1,3,3,4,3,2079,82,208800,1770,1935.62069
4,6,1,2,6,623.48,90,72600,1950,525.4044944
2,1,3,1,1,1717.93,91,1738,1400,2684.265625
5,7,2,3,3,1363.71,90,161700,1850,1977.3795
2,1,3,7,4,1717.93,97,1738,1400,3558.569286
2,1,3,2,4,1717.93,89,1738,1400,1789.510417
1,3,3,1,4,2079,98,201600,1770,3378.375
1,3,3,5,3,2079,89,223200,1770,2106
1,3,3,4,5,2079,77,223200,1770,2306.835616
5,7,2,4,5,1363.71,84,156800,1850,1297.187561
7,2,3,6,12,1561.76,80,180000,1925,1405.584
1,3,3,7,5,2079,92,208800,1770,3248.4375
1,3,3,7,5,2079,93,230400,1770,3660.847826
2,1,3,1,1,1717.93,95,1738,1400,2576.895
1,3,3,6,9,2079,81,230400,1770,2420.328358
4,6,1,4,3,623.48,80,63800,1950,850.2
7,2,2,6,9,1561.76,86,204000,1925,1507.906207
2,1,3,5,1,1717.93,77,1738,1400,2108.368636
2,1,3,5,6,1717.93,81,1738,1400,2378.672308
1,3,3,1,3,2079,99,216000,1770,4067.608696
7,2,2,3,5,1561.76,89,204000,1925,1525.44
7,2,2,6,9,1561.76,90,168000,1925,1454.052414
4,6,1,3,3,623.48,79,72600,1950,660.1552941
1,3,3,6,9,2079,85,208800,1770,2131.632911
4,6,1,6,3,623.48,76,68200,1950,647.46
4,6,1,6,9,623.48,76,74800,1950,558.982069
2,1,3,5,1,1717.93,76,1738,1400,1966.577763
4,6,1,2,6,623.48,89,74800,1950,860.9961905
1,3,3,1,1,2079,94,208800,1770,4209.975
7,2,3,4,5,1561.76,80,180000,1925,1653.628235
1,3,3,6,9,2079,79,201600,1770,2621.347826
7,2,2,7,1,1561.76,100,198000,1925,2791.230638
5,7,2,7,6,1363.71,98,142100,1850,2337.788571
1,3,3,6,12,2079,89,201600,1770,2153.25
1,3,3,7,5,2079,99,201600,1770,4061.302326
2,1,3,5,1,1717.93,76,1738,1400,2045.154762
1,3,3,1,3,2079,93,216000,1770,3660.847826
2,1,3,4,12,1717.93,83,1738,1400,1976.796164
7,2,2,4,4,1561.76,83,168000,1925,2227.428197
2,1,3,1,3,1717.93,96,1738,1400,3349.9635
1,3,3,1,1,2079,100,208800,1770,3508.3125
1,3,3,7,5,2079,92,237600,1770,4206.348837
5,7,2,5,1,1363.71,90,166600,1850,1600.876957
1,3,3,1,3,2079,95,237600,1770,3796.434783
1,3,3,3,5,2079,80,201600,1770,2379.907895
1,3,3,7,5,2079,91,208800,1770,4158
1,3,3,7,5,2079,98,201600,1770,3508.3125
7,2,2,7,5,1561.76,94,168000,1925,2440.25
1,3,3,1,1,2079,99,237600,1770,4110.75
2,1,3,3,6,1717.93,86,1738,1400,1830.951711
1,3,3,4,3,2079,87,230400,1770,1813.081395
2,1,3,6,3,1717.93,82,1738,1400,2281.185738
2,1,3,7,1,1717.93,93,1738,1400,3142.554878
2,1,3,1,1,1717.93,99,1738,1400,3137.089565
4,6,1,3,12,623.48,81,72600,1950,876.76875
5,7,2,6,5,1363.71,85,147000,1850,1913.593065
1,3,3,5,6,2079,78,216000,1770,2568.176471
2,1,3,2,5,1717.93,79,1738,1400,1651.855769
4,6,1,4,6,623.48,78,66000,1950,827.8996721
1,3,3,4,3,2079,82,223200,1770,2574
4,6,1,3,6,623.48,76,68200,1950,766.5737705
2,1,3,5,1,1717.93,80,1738,1400,1656.575357
2,1,3,2,6,1717.93,88,1738,1400,1887.30338
7,2,2,1,3,1561.76,99,168000,1925,2875.058182
1,3,3,2,5,2079,80,201600,1770,1751.966292
1,3,3,5,9,2079,84,230400,1770,2210.582278
2,1,3,3,9,1717.93,89,1738,1400,1891.897595
1,3,3,6,9,2079,76,244800,1770,2528.513514
1,3,3,7,1,2079,95,237600,1770,4158
4,6,1,2,3,623.48,79,74800,1950,661.4970732
5,7,2,4,6,1363.71,90,156800,1850,1804.910294
7,2,3,3,5,1561.76,90,186000,1925,1849.452632
1,3,3,2,4,2079,88,244800,1770,2032.280899
1,3,3,5,6,2079,86,208800,1770,2233
7,2,3,1,3,1561.76,90,192000,1925,3162.564
1,3,3,4,3,2079,82,208800,1770,2530.956522
7,2,2,3,5,1561.76,88,168000,1925,2123.0175
1,3,3,3,9,2079,90,244800,1770,1842.75
4,6,1,3,12,623.48,80,72600,1950,675.4366667
1,3,3,4,3,2079,86,237600,1770,2384.735294
1,3,3,5,6,2079,88,216000,1770,2551.5
1,3,3,3,9,2079,85,244800,1770,2514.919355
7,2,3,7,5,1561.76,93,192000,1925,2915.285333
7,2,2,7,1,1561.76,93,174000,1925,2591.857021
1,3,3,5,9,2079,80,208800,1770,2238.923077
1,3,3,3,5,2079,79,216000,1770,2513.41791
7,2,3,4,3,1561.76,85,192000,1925,1619.602963
2,1,3,2,3,1717.93,84,1738,1400,1674.98175
1,3,3,6,9,2079,82,237600,1770,2461.973684
7,2,3,6,1,1561.76,78,180000,1925,1602.858947
2,1,3,7,5,1717.93,99,1738,1400,3361.167391
7,2,3,4,5,1561.76,77,180000,1925,1899.437838
1,3,3,2,6,2079,78,208800,1770,2254.337349
1,3,3,1,1,2079,91,216000,1770,3955.170732
1,3,3,1,1,2079,97,244800,1770,3582.957447
1,3,3,5,6,2079,86,223200,1770,1901.52439
7,2,2,5,12,1561.76,80,204000,1925,1450.205714
1,3,3,2,6,2079,88,208800,1770,2440.565217
1,3,3,1,3,2079,92,201600,1770,3796.434783
1,3,3,5,6,2079,84,223200,1770,1822.044944
1,3,3,6,3,2079,80,216000,1770,2910.6
1,3,3,6,12,2079,87,223200,1770,1953.759036
1,3,3,6,9,2079,83,208800,1770,2210.582278
1,3,3,5,9,2079,87,223200,1770,2327.238806
4,6,1,5,9,623.48,85,61600,1950,623.48
7,2,2,6,12,1561.76,90,204000,1925,2129.672727
7,2,3,3,12,1561.76,84,204000,1925,1807.179429
1,3,3,5,9,2079,86,201600,1770,2328.48
1,3,3,5,6,2079,79,201600,1770,1999.038462
7,2,2,1,3,1561.76,91,186000,1925,2768.574545
1,3,3,4,3,2079,80,216000,1770,2316.6
1,3,3,7,6,2079,99,223200,1770,3617.46
7,2,2,1,3,1561.76,93,180000,1925,2981.541818
7,2,3,4,6,1561.76,87,174000,1925,1779.220253
1,3,3,7,6,2079,93,208800,1770,3880.8
2,1,3,4,3,1717.93,77,1738,1400,2244.392419
1,3,3,2,5,2079,89,223200,1770,2673
1,3,3,3,5,2079,85,208800,1770,2457
1,3,3,1,1,2079,99,237600,1770,4455
2,1,3,1,3,1717.93,93,1738,1400,3249.128478
2,1,3,1,1,1717.93,96,1738,1400,3025.050652
7,2,3,5,9,1561.76,88,186000,1925,1941.044571
1,3,3,4,5,2079,77,208800,1770,2568.176471
4,6,1,7,1,623.48,100,61600,1950,1169.025
1,3,3,7,6,2079,92,223200,1770,3182.142857
7,2,2,5,6,1561.76,80,204000,1925,1952.2
2,1,3,2,6,1717.93,81,1738,1400,1885.532927
1,3,3,7,5,2079,99,244800,1770,3508.3125
7,2,2,7,1,1561.76,94,180000,1925,2546.347826
2,1,3,2,5,1717.93,81,1738,1400,2454.185714
2,1,3,2,3,1717.93,81,1738,1400,1992.7988
2,1,3,6,6,1717.93,76,1738,1400,1654.302963
1,3,3,2,6,2079,76,201600,1770,2530.956522
1,3,3,2,5,2079,82,216000,1770,2568.176471
2,1,3,1,3,1717.93,100,1738,1400,3595.667442
7,2,3,5,9,1561.76,83,168000,1925,1987.694545
7,2,2,7,1,1561.76,97,198000,1925,3199.703415
2,1,3,2,3,1717.93,76,1738,1400,1779.284643
4,6,1,6,6,623.48,77,66000,1950,657.1816216
1,3,3,2,5,2079,85,237600,1770,2621.347826
7,2,2,3,5,1561.76,80,192000,1925,1946.193231
7,2,3,7,1,1561.76,93,174000,1925,3045.432
1,3,3,7,6,2079,95,223200,1770,3861
4,6,1,6,5,623.48,77,70400,1950,623.48
1,3,3,5,6,2079,79,208800,1770,2475
7,2,2,5,6,1561.76,80,180000,1925,1774.727273
1,3,3,7,6,2079,99,201600,1770,3768.1875
1,3,3,4,3,2079,81,223200,1770,2751.617647
5,7,2,7,5,1363.71,97,156800,1850,2727.42
7,2,2,5,6,1561.76,76,186000,1925,1621.827692
7,2,3,1,3,1561.76,91,204000,1925,2492.170213
1,3,3,2,6,2079,89,216000,1770,3017.903226
1,3,3,5,3,2079,85,237600,1770,2673
1,3,3,4,9,2079,81,208800,1770,1962.202247
1,3,3,6,12,2079,80,244800,1770,3067.377049
7,2,3,3,5,1561.76,79,174000,1925,1301.466667
1,3,3,7,5,2079,93,237600,1770,3803.04878
2,1,3,6,3,1717.93,75,1738,1400,2197.939853
2,1,3,4,5,1717.93,86,1738,1400,1822.681829
1,3,3,2,6,2079,81,244800,1770,2461.973684
1,3,3,2,6,2079,84,216000,1770,2201.294118
1,3,3,3,9,2079,89,216000,1770,2004.75
7,2,3,5,1,1561.76,79,198000,1925,1505.982857
1,3,3,2,5,2079,79,208800,1770,2826.140625
1,3,3,5,9,2079,89,201600,1770,2475
4,6,1,2,6,623.48,80,68200,1950,664.4984211
2,1,3,5,1,1717.93,90,1738,1400,1891.897595
1,3,3,5,6,2079,77,237600,1770,1925
7,2,2,1,3,1561.76,98,174000,1925,2915.285333
1,3,3,5,4,2079,75,208800,1770,2494.8
7,2,3,3,5,1561.76,82,168000,1925,1346.344828
1,3,3,6,9,2079,87,208800,1770,2598.75
2,1,3,5,1,1717.93,75,1738,1400,1540.213103
2,1,3,2,6,1717.93,83,1738,1400,1603.401333
7,2,2,6,9,1561.76,89,180000,1925,1859.238095
1,3,3,4,3,2079,83,230400,1770,2104.048193
5,7,2,7,6,1363.71,92,147000,1850,2421.28102
2,1,3,6,3,1717.93,77,1738,1400,1431.608333
1,3,3,1,3,2079,93,201600,1770,4158
1,3,3,4,9,2079,85,201600,1770,2440.565217
2,1,3,1,3,1717.93,94,1738,1400,2851.032766
2,1,3,7,6,1717.93,92,1738,1400,3006.3775
7,2,3,6,5,1561.76,89,198000,1925,1525.44
2,1,3,3,12,1717.93,78,1738,1400,1697.719059
4,6,1,6,1,623.48,83,70400,1950,669.6637037
2,1,3,7,5,1717.93,96,1738,1400,3595.667442
2,1,3,1,3,1717.93,92,1738,1400,3558.569286
1,3,3,2,4,2079,79,216000,1770,2162.16
7,2,3,5,12,1561.76,87,198000,1925,1874.112
1,3,3,2,6,2079,83,244800,1770,2392.273973
2,1,3,4,12,1717.93,82,1738,1400,2493.769355
1,3,3,5,6,2079,81,230400,1770,2179.192771
1,3,3,7,6,2079,99,230400,1770,4206.348837
1,3,3,5,3,2079,79,230400,1770,2007.310345
7,2,2,3,5,1561.76,87,186000,1925,1582.042597
2,1,3,5,1,1717.93,89,1738,1400,1784.004231
1,3,3,4,3,2079,90,230400,1770,2806.65
1,3,3,7,6,2079,91,244800,1770,3543.75
2,1,3,1,4,1717.93,92,1738,1400,3155.381633
7,2,2,5,6,1561.76,77,204000,1925,1362
1,3,3,5,3,2079,75,201600,1770,2476.455882
7,2,2,7,5,1561.76,100,204000,1925,3268.8
4,6,1,4,5,623.48,78,66000,1950,556.6785714
1,3,3,2,5,2079,87,230400,1770,2350.173913
1,3,3,6,12,2079,87,216000,1770,2444.22973
7,2,3,4,3,1561.76,82,186000,1925,1765.467826
1,3,3,4,3,2079,89,237600,1770,2196.126761
2,1,3,2,6,1717.93,76,1738,1400,2196.697377
2,1,3,7,1,1717.93,97,1738,1400,3435.86
2,1,3,5,12,1717.93,84,1738,1400,1898.764737
7,2,2,2,4,1561.76,86,174000,1925,1787.804211
4,6,1,5,1,623.48,83,72600,1950,602.6973333
7,2,2,7,5,1561.76,94,192000,1925,2530.0512
2,1,3,2,3,1717.93,88,1738,1400,1717.93
